id,claim_date,slug,claim,type,target,cluster_id,canonical_statement,specificity,falsifiability,status_at_eval,horizon_type,horizon_value
claim_0973,2024-06-28,the-need-for-a-president-that-speaks,Returns from scaling AI are diminishing and new approaches to AI are needed,descriptive,AI scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,partial,mixed,none,
claim_0974,2024-06-28,the-need-for-a-president-that-speaks,"AI will change everything over the next 5-20 years, in both positive and negative ways",predictive,AI impact,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",low,partial,pending,relative,5-20 years
claim_0975,2024-06-28,the-need-for-a-president-that-speaks,"US presidential AI policy decisions in the near term will have lasting impact on liability, responsibility, and government capacity to keep up with AI",predictive,AI policy,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0976,2024-06-28,the-need-for-a-president-that-speaks,The claim that AI will discover all of physics is neither coherent nor plausible within the next couple of decades,predictive,AI capabilities,ai_academic_integrity,"AI threatens scientific/academic integrity through plagiarism, fake research, and information pollution.",med,partial,pending,relative,next couple decades
claim_0977,2024-06-28,the-need-for-a-president-that-speaks,The US needs a president who can distinguish AI hype from reality and develop grounded AI policy,normative,AI policy,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0978,2024-06-28,the-need-for-a-president-that-speaks,Executive orders alone are insufficient for AI governance; Congressional legislation is needed,normative,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0979,2024-06-30,marcus-goes-gaga-over-gates-clip,"The notion that scaling alone will achieve AGI by 2025, 2027, or 2029 is not remotely plausible",predictive,AGI timeline,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,supported,explicit_date,2025-2029
claim_0980,2024-06-30,marcus-goes-gaga-over-gates-clip,"Tech leaders hint at imminent AGI to raise valuations, driven by financial incentives rather than technical reality",causal,AI industry,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,low,partial,mixed,none,
claim_0981,2024-06-30,marcus-goes-gaga-over-gates-clip,AI progress requires metacognition -- systems that can reflect on problems and evaluate their own reasoning approaches,normative,AI architecture,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0982,2024-06-30,marcus-goes-gaga-over-gates-clip,Spending $100+ billion on further LLM scaling is wasteful because it is unlikely to achieve AGI or reliable AI,normative,AI investment,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,no,untestable,none,
claim_0983,2024-06-30,marcus-goes-gaga-over-gates-clip,Metacognition in AI requires explicit symbolic representations and cannot work with neural networks alone,descriptive,AI architecture,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,mixed,none,
claim_0984,2024-06-30,marcus-goes-gaga-over-gates-clip,Neurosymbolic AI will eventually prove essential to achieving advanced AI,predictive,neurosymbolic AI,trump_ai_policy_harmful,The Trump administration's AI deregulation and industry capture will harm citizens and benefit only AI companies.,low,partial,pending,none,
claim_0985,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,"The fragility of current software infrastructure, as demonstrated by the CrowdStrike outage, shows the world is not ready for AGI",descriptive,software reliability,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,low,partial,untestable,none,
claim_0986,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,The world needs to invest in improving software reliability and methodology rather than rushing out AI chatbots,normative,software reliability,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",low,no,untestable,none,
claim_0987,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,AI struggles are partly due to the field still lacking adequate techniques for engineering complex software systems,causal,software engineering,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,low,partial,mixed,none,
claim_0988,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,Pursuing black-box AI that is difficult to interpret and debug is not the path to reliable AI,normative,AI architecture,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,low,no,untestable,none,
claim_0989,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,"Generative AI grasps code syntax but not meaning, making it inadequate as a replacement for human code writing",descriptive,AI code generation,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,low,partial,contradicted,none,
claim_0990,2024-07-19,dont-look-up-the-massive-microsoftcrowdstrike,An unregulated AI industry will lead to disaster,causal,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0991,2024-07-24,why-openai-may-well-be-completely,"Long-term enterprise adoption of GenAI has been modest rather than transformative, with no significant technical improvement from January to July 2024",descriptive,GenAI adoption,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",med,partial,mixed,none,
claim_0992,2024-07-24,why-openai-may-well-be-completely,"LLMs have become commoditized, with Meta offering GPT-4-level models for free, undermining OpenAI's business model",descriptive,LLM market,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,supported,none,
claim_0993,2024-07-24,why-openai-may-well-be-completely,OpenAI has no meaningful competitive moat beyond brand recognition,descriptive,OpenAI,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",med,partial,mixed,none,
claim_0994,2024-07-24,why-openai-may-well-be-completely,"OpenAI could end up being seen as the WeWork of AI due to huge losses, no moat, and commoditized technology",predictive,OpenAI,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",med,partial,contradicted,none,
claim_0995,2024-07-28,alphaproof-alphageometry-chatgpt,Generative AI will soon flame out in terms of public enthusiasm and commercial viability,predictive,generative AI,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,low,partial,contradicted,none,
claim_0996,2024-07-28,alphaproof-alphageometry-chatgpt,The generative AI financial bubble will begin to burst within 12 months of July 2024,predictive,GenAI bubble,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,high,yes,contradicted,relative,12 months
claim_0997,2024-07-28,alphaproof-alphageometry-chatgpt,LLM capabilities have reached a plateau as of mid-2024,descriptive,LLMs,ai_progress_not_linear,AI progress is not linear or exponential; easy gains come first and fundamental problems remain unsolved.,med,partial,contradicted,none,
