theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_8fe53b7d86e3,regulation_policy,6,cluster2_0f1b7d917ca4,cluster2_7b5630cacd8e,2025-12-09,2026-01-06,,,stable,balanced,high_assertion,changed,1.000,1,"Every poll I have seen shows the vast majority of the public wanting AI regulation, and I doubt people will be fond of selling fancy chips to China.","So will his utter failure to meaningfully regulate AI, against the will of voters and political leaders both left and right. … Generative AI, once Silicon Valley’s golden child, will start to look like a fad, a solution in search of a problem with economics that don’t add up."
theme3_8fe53b7d86e3,regulation_policy,7,cluster2_7b5630cacd8e,cluster2_568908be270d,2026-01-06,2026-02-01,,,stable,high_assertion,balanced,changed,1.000,1,"So will his utter failure to meaningfully regulate AI, against the will of voters and political leaders both left and right. … Generative AI, once Silicon Valley’s golden child, will start to look like a fad, a solution in search of a problem with economics that don’t add up.","Theoretically (I will get to that) Moltbook “restricts posting and interaction privileges to verified AI agents, primarily those running on the OpenClaw (formerly Moltbot) software, while human users are only permitted to observe. [1] ” It truly is interesting, and truly is popular."
theme3_91c95a37e045,scaling_limits,1,cluster2_8856c7821143,cluster2_cc88f226a5e0,2023-02-11,2024-02-18,,,stable,balanced,balanced,stable,0.889,1,"In inaccurately portraying me as a lone crusader, Alexander has not given the scaling is not enough for AGI view the “steelman” treatment that he is known for delivering.","Others seem to see these new results as tantamount to AGI, and vindication for scaling laws, according to with AGI would emerge simply from having enough compute and big enough data sets: In my view, these claims — about AGI and world models — are hyperbolic, and unlikely to be true."
theme3_91c95a37e045,scaling_limits,2,cluster2_cc88f226a5e0,cluster2_c02cc3bc55e0,2024-02-18,2024-06-30,,,stable,balanced,balanced,stable,0.930,1,"Others seem to see these new results as tantamount to AGI, and vindication for scaling laws, according to with AGI would emerge simply from having enough compute and big enough data sets: In my view, these claims — about AGI and world models — are hyperbolic, and unlikely to be true.","Spending upwards of 100 billion dollars on the current approach, which is what two more iterations of scaling would likely require, given that is unlikely to get to AGI (or ever be reliable) seems wasteful to me."
theme3_91c95a37e045,scaling_limits,3,cluster2_c02cc3bc55e0,cluster2_f87f255521e1,2024-06-30,2025-06-17,,,stable,balanced,balanced,stable,0.905,1,"Spending upwards of 100 billion dollars on the current approach, which is what two more iterations of scaling would likely require, given that is unlikely to get to AGI (or ever be reliable) seems wasteful to me.","Gary Marcus , professor emeritus at NYU, and author of The Algebraic Mind and “Deep learning is hitting a wall”, both of which anticipated the correct results, is thrilled to see people finally realize that scaling is not enough to get us to AGI."
theme3_97d445ef04e0,hallucination_misinformation,1,cluster2_14234e3f0b9f,cluster2_23e996fd8041,2023-02-13,2023-02-13,,,stable,balanced,balanced,stable,0.960,1,He's done really good work in experimental psychology but he's never written a peer-reviewed paper on AI”— which is simply false.,"I suspect that I have been thinking about AI for longer than Hoel appears to have been alive, quite to the contrary of his false and irrelevant accusation of dilettantism."
theme3_97d445ef04e0,hallucination_misinformation,2,cluster2_23e996fd8041,cluster2_26c69fbd193d,2023-02-13,2023-08-13,,,stable,balanced,balanced,stable,1.000,1,"I suspect that I have been thinking about AI for longer than Hoel appears to have been alive, quite to the contrary of his false and irrelevant accusation of dilettantism.","I’ve been griping about hallucination errors for 22 years; people keep promising the solution is nigh, and it never happens."
theme3_97d445ef04e0,hallucination_misinformation,3,cluster2_26c69fbd193d,cluster2_b92f970c5190,2023-08-13,2023-08-28,,,stable,balanced,balanced,stable,1.000,1,"I’ve been griping about hallucination errors for 22 years; people keep promising the solution is nigh, and it never happens.","The fact that the US is apparently using these tools, or the fact that they aren’t likely to be reliable, almost certainly regularly reporting false alarms, and likely full of insidious bias, like so many previous AI systems have shown themselves to be?"
theme3_9afbf59166e9,copyright_ip,1,cluster2_27263f2713b8,cluster2_d5db8cbcf963,2023-02-15,2023-02-15,,,stable,balanced,high_assertion,changed,1.000,1,"GPT-4 will solve many of the individual specific items used in prior benchmarks, but still get tripped up, particularly in longer and more complex scenarios.","When it comes out, it will totally eclipse ChatGPT; it’s safe bet that even more people will be talking about it.."
theme3_9afbf59166e9,copyright_ip,2,cluster2_d5db8cbcf963,cluster2_0442b59d24f6,2023-02-15,2023-03-11,,,stable,high_assertion,balanced,changed,1.000,1,"When it comes out, it will totally eclipse ChatGPT; it’s safe bet that even more people will be talking about it..","Lately I have been asked to participate in a bunch of debates about whether LLMs will, on balance, be net positive or net negative."
theme3_9afbf59166e9,copyright_ip,3,cluster2_0442b59d24f6,cluster2_857d1c20b38c,2023-03-11,2023-04-09,,2024-12-31,more_specific,balanced,balanced,stable,1.000,1,"Lately I have been asked to participate in a bunch of debates about whether LLMs will, on balance, be net positive or net negative.","But GPT-5 is not going to do any of that; it’s not going to be smart enough to revolutionize fusion; it’s not going to be smart enough to revolutionize nanotech, and starships most definitely aren’t going to be here in 2024."
theme3_9afbf59166e9,copyright_ip,4,cluster2_857d1c20b38c,cluster2_757d92826cf1,2023-04-09,2023-10-23,2024-12-31,,less_specific,balanced,balanced,stable,1.000,2,"But GPT-5 is not going to do any of that; it’s not going to be smart enough to revolutionize fusion; it’s not going to be smart enough to revolutionize nanotech, and starships most definitely aren’t going to be here in 2024.","If you enable the Code Interpreter or the Wolfram Alpha plug-in in ChatGPT (we will call these “GPT4+CI” and “GPT4+WA” henceforth in this article), and then you ask ChatGPT to multiply two 8-digit numbers or evaluate a definite integral, or compute the ratio of the mass of the earth to the mass of the star Betelgeuse or carry out some similar calculations involving straightforward mathematics, you reliably get the right answer."
theme3_9afbf59166e9,copyright_ip,5,cluster2_757d92826cf1,cluster2_5d53d2d3a2f7,2023-10-23,2024-01-27,,,stable,balanced,balanced,stable,0.960,1,"If you enable the Code Interpreter or the Wolfram Alpha plug-in in ChatGPT (we will call these “GPT4+CI” and “GPT4+WA” henceforth in this article), and then you ask ChatGPT to multiply two 8-digit numbers or evaluate a definite integral, or compute the ratio of the mass of the earth to the mass of the star Betelgeuse or carry out some similar calculations involving straightforward mathematics, you reliably get the right answer.","Fourth, ChatGPT and related systems have a kind of truthiness problem ; some of what they say is true, and some is not; it is very difficult for the end user to anticipate what will or not be true."
theme3_9afbf59166e9,copyright_ip,6,cluster2_5d53d2d3a2f7,cluster2_772aa0112527,2024-01-27,2024-02-04,,,stable,balanced,balanced,stable,1.000,1,"Fourth, ChatGPT and related systems have a kind of truthiness problem ; some of what they say is true, and some is not; it is very difficult for the end user to anticipate what will or not be true.","If an LLM equips even one team of lunatics with the ability to build, weaponize and distribute even one pathogen as deadly as covid-19, it will be really, really big deal."
theme3_9afbf59166e9,copyright_ip,7,cluster2_772aa0112527,cluster2_8557f81ac735,2024-02-04,2025-01-01,,2024-12-31,more_specific,balanced,balanced,stable,0.967,1,"If an LLM equips even one team of lunatics with the ability to build, weaponize and distribute even one pathogen as deadly as covid-19, it will be really, really big deal.","The top AI moment of 2024 was not the much-anticipated release of GPT-5, which never arrived, even though fans kept predicting it , all year long."
theme3_9afbf59166e9,copyright_ip,8,cluster2_8557f81ac735,cluster2_d7ed858e9df3,2025-01-01,2025-01-26,2024-12-31,,less_specific,balanced,balanced,stable,1.000,2,"The top AI moment of 2024 was not the much-anticipated release of GPT-5, which never arrived, even though fans kept predicting it , all year long.","I agree with Brundage that chip supply will still matter, but at the same time it is clear that the game has changed. § Perhaps the big winners will be consumers; to the extent that LLMs are useful (despite their reliability woes), they are about to get a lot cheaper."
