cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_8b4d5e1d4182,it s not just that the performance on mathglm steadily declines as the problems gets bigger with the discrepancy between it and a calculator steadily increasing it s that the llm based system is generalizing by similarity doing better on cases that are in or near the training set never ever getting to a complete abstract reliable representation of what multiplication is,"It’s not just that the performance on MathGLM steadily declines as the problems gets bigger, with the discrepancy between it and a calculator steadily increasing, it’s that the LLM based system is generalizing by similarity, doing better on cases that are in or near the training set, never, ever getting to a complete, abstract, reliable representation of what multiplication is.",capability,descriptive,tier_1,llms,2023-10-19,2023-10-19,1,math-is-hard-if-you-are-an-llm-and,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and,claim_00311
cluster_15d71eebb5db,it s likewise a flaw that that current ai cannot learn without a tendency to inadvertently regurgitate big bits of text and images that look uncannily like their sources but not a logical necessity,"It’s likewise a flaw that that current AI cannot learn without a tendency to inadvertently regurgitate big bits of text and images that look uncannily like their sources, but not a logical necessity.",capability,descriptive,tier_2,regulation,2024-01-08,2024-01-08,1,the-desperate-race-to-save-generative,https://garymarcus.substack.com/p/the-desperate-race-to-save-generative,claim_00366
cluster_7bb33327a524,it s likely that openai anthropic and others are already doing more neurosymbolic ai than they actually make public,"It’s likely that OpenAI, Anthropic and others are already doing more neurosymbolic AI than they actually make public.",technical_assessment,descriptive,tier_3,openai,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,claim_00913
cluster_d101dd143b42,it s just fantasy to imagine selling 200 times as many humanoid robots in the nearish term when nobody knows how to build a single safe reliable generally useful humanoid right now at any price at the same venue elon musk said confidently after acknowledging that the future that is not fully knowable i feel comfortable saying that that ai is getting 10 times better each year never specifying any measure that supports this claim is openai s o1 100 times better than gpt4,"It’s just fantasy to imagine selling 200 times as many humanoid robots in the nearish term when nobody knows how to build a single safe, reliable, generally useful humanoid right now, at any price.” At the same venue, Elon Musk said confidently (after acknowledging that the future that is not fully knowable), “ I feel comfortable saying that that AI is getting 10 times better each year ” – never specifying any measure that supports this claim (is OpenAI’s o1 100 times better than GPT4?",capability,predictive,tier_1,openai,2024-10-30,2024-10-30,1,an-epidemic-of-weirdly-precise-ai,https://garymarcus.substack.com/p/an-epidemic-of-weirdly-precise-ai,claim_00609
cluster_a71647e853a6,it s just completely obvious that within three years ai is going to do better than nobel laureates is the new we should stop training radiologists now,"It’s just completely obvious that within three years, AI is going to do better than Nobel Laureates .” is the new “ We should stop training radiologists now.",policy,normative,tier_3,general_ai,2025-03-09,2025-03-09,1,nobel-prizes-and-the-ai-hype-hall,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall,claim_00771
cluster_c36d813c809a,it s hard to put odds on any of this but it s a sobering thought and one that i hope will get some consideration both in washington and beijing in my mind the fundamental error that almost everyone is making is in believing that generative ai is tantamount to agi general purpose artficial intelligence as smart and resourceful as humans if not more so,"It’s hard to put odds on any of this, but it’s a sobering thought, and one that I hope will get some consideration both in Washington and Beijing. § In my mind, the fundamental error that almost everyone is making is in believing that Generative AI is tantamount to AGI (general purpose artficial intelligence, as smart and resourceful as humans if not more so).",prediction,predictive,tier_2,agi,2023-08-13,2023-08-13,1,what-if-generative-ai-turned-out,https://garymarcus.substack.com/p/what-if-generative-ai-turned-out,claim_00227
cluster_b4e7a211acb0,it s fair to say that generative ai works better than most people expected,I think it’s fair to say that generative AI works better than most people expected.,capability,descriptive,tier_1,general_ai,2023-10-10,2023-10-10,1,what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,claim_00289
cluster_b25a844b36b0,it s as if you took a lot of very good food and some dog excrement and blended it all up so that you can t possibly figure out what s good or bad douglas hofstadter metaai has got a new ai system trained on a hardcore diet of science no less and yann lecun is really really proud of it yann lecun ylecun a large language model trained on scientific papers,"It's as if you took a lot of very good food and some dog excrement and blended it all up so that you can't possibly figure out what's good or bad."" – Douglas Hofstadter MetaAI has got a new AI system—trained on a hardcore diet of science, no less—and Yann LeCun is really, really proud of it: Yann LeCun @ylecun A Large Language Model trained on scientific papers.",capability,descriptive,tier_1,meta,2023-02-14,2023-02-14,1,a-few-words-about-bullshit,https://garymarcus.substack.com/p/a-few-words-about-bullshit,claim_00071
cluster_5e0fff2edd4a,it s also worth noting that openai is not alone is all of this many other generative ai companies are likely to encounter intense legal and public pressure this year around potential cases of copyright infringement,"It’s also worth noting that OpenAI is not alone is all of this; many other generative AI companies are likely to encounter intense legal and public pressure this year, around potential cases of copyright infringement.",prediction,predictive,tier_2,openai,2024-01-27,2024-01-27,1,openais-got-99-problems-and-twitch,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch,claim_00381
cluster_de0459de189d,it s also not so hot on recumbent bikes for all the hype nano banana is not all that much better at this sort of thing than chatgpt 5 nor much better than what davis and i found last december they all stink to be sporting i gave nano a second try on a different challenge riffing on another example davis and i had tried last year draw a picture of a rabbit with four ears but slightly revising the details to avoid any problem specific training,"(It’s also not so hot on recumbent bikes .) For all the hype, Nano Banana is not all that much better at this sort of thing than ChatGPT-5: Nor much better than what Davis and I found last December: They all stink. § To be sporting, I gave Nano a second try on a different challenge, riffing on another example Davis and I had tried last year (“Draw a picture of a rabbit with four ears”), but slightly revising the details to avoid any problem-specific training.",prediction,predictive,tier_2,llms,2025-08-27,2025-08-27,1,what-scaling-does-and-doesnt-buy,https://garymarcus.substack.com/p/what-scaling-does-and-doesnt-buy,claim_00985
